resource_name,assignment_ids
Resource 0,169;185;99;28;58;51;211;40;18;164;129;9;35;217;63;160;62
Resource 1,117;122;24;76;52;64;90;159;196;116;162;38;56;41;73;3;133
Resource 2,43;189;171;151;194;69;74;67;178;187;170;125;114;212;127;23;37
Resource 3,120;86;82;66;88;85;184;98;101;198;72;27;140;123;97;197;195
Resource 4,199;149;153;103;100;173;143;182;203;161;188;118;205;180;183;150;119
Resource 5,132;112;200;34;55;193;92;135;21;176;19;22;181;25;96;124;215
Resource 6,1;192;29;17;13;104;131;144;137;202;126;68;210;204;110;156;128
Resource 7,155;59;16;36;89;77;130;30;139;60;218;163;26;190;78;91;33
Resource 8,42;53;115;6;136;107;111;0;81;50;206;175;121;148;141;146;154
Resource 9,172;102;134;8;214;5;186;152;105;46;177;167;48;57;44;207;71
Resource 10,2;80;83;10;87;158;70;49;166;106;79;108;208;75;113;209;191
Resource 11,39;7;109;179;95;145;4;20;213;216;31;11;45;47;54;61
Resource 12,15;32;12;142;14;157;65;84;168;138;94;201;165;174;147;93
