predecessor_id,successor_id,type
0,123,1
0,120,3
0,107,1
0,70,3
1,69,3
1,61,1
32,33,1
137,139,3
85,110,1
89,95,1
89,130,0
89,90,3
67,71,1
99,100,1
99,117,3
20,50,3
112,113,1
126,143,0
126,146,3
41,96,1
65,143,1
65,116,1
65,100,1
16,17,1
16,129,3
42,74,1
2,3,0
2,115,0
2,35,1
4,49,3
4,89,0
142,143,3
142,146,3
5,106,3
23,57,1
6,89,1
90,91,1
90,136,1
46,136,1
46,47,1
46,70,3
7,117,1
8,43,1
8,32,3
8,61,3
8,39,1
81,120,1
81,82,3
9,89,1
10,116,1
10,77,1
10,108,1
10,90,3
33,34,1
33,97,1
33,35,3
33,56,1
101,102,1
11,85,1
45,46,1
62,147,1
47,116,3
124,127,3
124,125,1
51,52,1
93,146,1
93,131,1
14,21,1
14,128,1
14,85,1
14,16,1
12,77,3
12,33,1
107,108,3
107,114,1
107,124,1
13,14,1
15,16,1
113,115,3
113,114,3
125,128,0
125,126,1
34,131,3
63,64,1
63,75,1
141,147,1
141,142,3
123,124,1
57,100,1
57,82,3
102,115,1
92,93,1
92,119,1
56,68,0
56,58,1
56,57,3
56,140,1
18,109,1
138,145,1
19,21,3
19,20,1
19,145,1
22,23,1
24,84,1
24,73,3
25,114,1
25,86,1
82,130,1
27,143,1
27,116,1
27,145,1
91,137,1
91,92,1
87,99,1
87,88,1
26,27,1
26,49,1
104,105,1
52,83,0
28,87,1
66,67,0
66,103,1
139,141,1
139,144,1
139,140,1
71,132,1
111,112,3
130,145,0
106,107,1
106,109,0
29,38,1
30,31,1
131,132,1
77,83,3
77,78,1
77,136,1
77,92,1
38,46,1
38,39,1
31,32,0
31,85,1
31,103,1
35,86,1
116,133,1
116,117,1
79,135,1
122,133,1
122,123,1
36,81,1
37,38,3
37,104,1
40,42,1
40,41,1
43,126,0
44,76,1
44,45,1
48,136,1
49,51,1
49,58,3
49,50,0
61,63,1
61,62,3
61,68,1
53,54,0
53,104,1
70,71,3
70,72,3
70,113,1
54,130,1
64,66,1
64,65,0
55,56,1
59,123,1
129,131,1
129,130,1
60,61,1
69,79,1
69,70,1
69,77,1
128,129,1
103,138,1
103,104,1
76,79,1
76,77,1
74,76,1
74,75,1
115,116,1
80,143,1
80,81,3
105,106,1
88,94,3
88,96,1
88,89,1
133,134,1
109,111,1
109,110,1
84,85,1
86,87,1
86,125,1
98,99,0
98,103,1
98,101,1
118,121,3
118,119,0
118,120,1
118,122,3
135,142,3
136,138,1
136,137,1
