resource_name,assignment_ids
Resource 0,37;13;175;90;39;159;102;72;117;105;182;200;162;164;168;202;100
Resource 1,74;201;62;35;207;193;0;31;150;96;71;43;45;34;115;125;191
Resource 2,60;114;10;22;2;181;30;215;143;184;169;121;67;82;57;94;203
Resource 3,204;157;187;119;8;161;97;165;139;65;53;156;171;153;146;6;185
Resource 4,64;151;199;174;158;172;197;136;178;160;128;75;95;149;112;92;41
Resource 5,134;19;76;25;79;208;11;126;59;124;85;155;15;49;87;32;127
Resource 6,147;18;152;16;194;38;26;113;116;50;170;61;217;69;122;5;103
Resource 7,84;77;108;88;144;188;196;141;54;81;140;111;118;205;24;29;167
Resource 8,91;14;80;198;55;212;109;4;163;213;214;12;145;110;218;47;173
Resource 9,7;106;68;17;70;120;137;129;52;27;21;3;93;135;1;148;36
Resource 10,73;107;51;99;104;177;132;78;183;190;23;20;189;44;40;66;133
Resource 11,211;33;89;180;101;154;63;130;216;58;192;176;131;28;195;98
Resource 12,206;166;42;86;46;9;123;186;179;209;210;56;142;138;83;48
