resource_name,assignment_ids
Resource 0,129;48;137;78;98;215;169;144;38;228;221;100;146;119;314;287;254;41
Resource 1,230;18;163;197;67;164;312;83;237;10;201;94;102;97;273;185;218;12
Resource 2,226;251;24;19;192;88;86;143;49;55;60;138;199;240;260;39;8;53
Resource 3,15;173;126;127;174;239;224;284;54;259;257;17;105;179;194;217;268;33
Resource 4,232;285;222;131;114;315;175;96;190;57;276;121;123;153;286;52;71;99
Resource 5,66;295;249;313;0;253;200;3;31;134;248;162;14;301;182;256;290;139
Resource 6,117;229;147;109;56;47;23;51;311;305;44;120;288;261;36;231;85;32
Resource 7,151;30;183;29;233;211;168;130;62;180;93;128;191;193;277;37;110;291
Resource 8,59;293;84;188;208;133;213;160;167;50;16;292;298;244;118;252;294;255
Resource 9,212;9;172;150;270;241;234;238;63;69;247;68;152;4;148;21;81;300
Resource 10,25;75;6;90;140;266;64;308;149;275;58;225;65;2;267;122;306
Resource 11,136;89;210;187;214;178;61;272;219;43;227;46;141;307;170;309;82
Resource 12,115;303;103;11;299;265;142;42;206;159;204;198;310;262;27;70;74
Resource 13,177;124;279;271;186;45;107;196;132;296;216;73;72;155;236;209;235
Resource 14,243;184;156;166;280;28;264;274;22;181;5;223;189;263;203;154;161
Resource 15,176;101;95;111;157;278;92;26;283;40;246;207;242;79;202;135;104
Resource 16,304;91;125;13;113;282;205;171;34;245;250;145;258;158;106;165;1
Resource 17,220;20;87;77;281;112;7;35;302;289;108;116;76;297;80;269;195
