predecessor_id,successor_id,type
0,223,1
1,315,1
283,284,1
283,285,0
2,108,1
2,81,1
3,105,1
3,283,1
3,66,1
4,196,1
308,310,1
21,256,1
259,260,1
259,261,1
5,214,3
108,120,1
6,102,1
220,221,1
220,222,1
294,295,1
294,296,1
107,275,1
107,108,1
193,205,0
193,194,1
7,174,1
247,250,1
8,203,1
14,153,3
14,214,1
14,142,1
9,114,1
10,90,1
11,273,1
12,287,3
295,297,1
307,308,3
34,314,3
34,155,1
102,271,1
102,252,1
13,14,0
249,257,1
249,251,1
15,257,1
16,103,1
17,185,1
18,152,1
19,72,0
20,21,1
20,136,1
22,239,1
23,261,1
290,291,3
110,111,1
24,172,3
218,219,1
105,110,1
105,106,1
105,249,1
144,278,1
248,249,3
106,107,1
106,174,1
199,200,1
208,210,1
127,129,1
127,128,1
127,192,1
25,61,1
25,197,3
49,137,1
115,117,1
209,309,0
246,252,0
246,255,1
246,248,1
246,247,1
32,130,1
32,228,0
26,110,1
47,264,0
182,188,1
175,176,3
27,188,1
178,230,1
178,205,1
178,180,3
28,219,1
236,237,1
29,295,1
163,164,3
163,202,0
30,269,3
92,180,1
31,32,1
33,34,3
174,175,1
35,105,1
35,241,1
36,80,1
179,185,3
179,186,3
37,290,3
231,232,0
231,233,1
38,69,1
200,201,1
200,202,1
116,213,1
311,312,1
310,311,0
39,109,1
40,237,3
41,184,1
194,287,1
194,195,1
42,174,1
43,45,1
44,262,3
44,67,1
276,279,1
45,252,3
243,244,1
243,267,3
46,47,1
262,268,1
48,49,3
48,132,1
50,102,1
50,264,1
50,52,1
293,301,1
293,294,3
51,236,3
52,133,3
53,65,3
132,245,1
132,296,1
54,57,3
126,130,1
126,127,1
55,87,1
157,244,1
157,158,3
56,174,1
79,284,1
268,269,3
58,311,1
59,146,0
59,238,1
60,252,1
61,62,1
63,78,3
63,261,1
88,204,1
88,89,1
296,300,3
64,180,1
64,83,1
76,315,1
139,281,1
181,182,1
98,110,1
171,272,3
263,264,0
68,304,3
68,69,1
245,246,1
66,140,1
176,177,1
67,68,1
70,124,1
83,138,1
83,205,1
83,102,1
83,84,1
253,254,1
71,136,1
72,73,1
195,272,1
74,180,0
75,76,1
287,288,1
77,142,3
77,186,1
254,257,1
78,79,1
80,304,1
130,290,1
90,297,3
90,91,1
177,179,1
177,181,1
177,178,0
282,283,1
81,270,1
81,142,1
82,83,1
85,86,3
269,272,3
288,292,1
288,289,1
91,92,1
91,224,1
274,275,1
274,276,0
274,289,1
87,88,1
87,90,1
93,94,1
270,271,3
297,298,1
297,299,3
95,218,1
96,295,1
96,107,1
96,276,1
97,98,1
99,100,1
101,102,3
261,265,1
261,262,1
261,263,3
103,309,1
104,105,1
104,240,1
155,197,1
155,167,1
109,110,1
112,113,1
117,118,1
117,249,1
117,309,0
114,116,1
114,115,0
119,192,1
119,138,1
120,121,1
122,123,1
125,126,1
131,132,1
131,133,1
134,243,1
258,259,1
135,272,1
136,308,1
219,220,1
255,256,1
255,280,1
138,139,1
140,274,1
141,282,1
277,278,3
142,309,1
143,144,3
145,315,3
301,302,3
301,303,0
146,225,1
146,220,1
146,174,1
147,272,3
183,184,1
148,291,1
149,150,0
151,152,3
257,258,1
153,254,1
154,269,1
154,155,1
156,157,3
159,165,3
159,278,1
186,310,3
186,187,0
160,161,1
162,163,1
165,307,0
165,306,3
166,314,1
167,207,0
168,169,1
224,236,1
170,171,1
172,202,3
239,240,1
289,290,1
173,174,1
173,183,1
235,236,1
189,300,1
190,253,1
191,222,1
292,293,1
192,193,1
196,293,1
197,273,0
198,199,1
216,217,1
273,277,1
273,274,1
206,315,1
206,293,1
207,209,1
207,208,0
211,302,1
212,290,1
265,307,1
265,266,1
265,301,1
267,270,1
267,268,1
217,218,3
214,215,3
214,216,1
272,273,1
223,224,1
226,227,1
226,228,1
229,230,1
229,234,1
229,235,1
229,231,1
303,304,3
238,239,1
305,307,1
305,313,1
305,306,1
305,309,1
241,245,1
241,253,1
241,243,1
241,242,1
281,282,3
286,287,1
286,305,1
314,315,1
