resource_name,assignment_ids
Resource 0,154;274;336;6;151;216;209;191;103;165;195;92;126;314;134;104;109;4;208;295;211;251;98;61;113
Resource 1,152;315;285;332;86;29;158;164;311;193;90;224;231;123;321;63;182;223;244;95;133;125;179;17;11
Resource 2,110;264;9;87;186;257;10;254;71;255;171;337;280;159;172;16;215;253;137;287;259;316;220;284;19
Resource 3,323;200;189;43;102;185;228;46;33;217;305;183;114;141;88;101;44;2;218;319;206;188;36;0;54
Resource 4,72;118;40;289;157;278;227;42;73;230;70;100;31;320;60;111;239;324;53;62;283;27;207;294;226
Resource 5,242;132;160;12;232;214;167;196;304;313;334;14;142;26;275;277;1;198;124;174;300;23;175;291;299
Resource 6,340;131;292;317;7;267;35;296;149;5;161;120;170;48;271;181;318;91;96;286;135;144;235;192
Resource 7,8;308;282;21;310;303;293;240;108;15;194;258;94;256;322;241;82;38;221;69;252;3;155;297
Resource 8,51;116;140;39;301;77;163;268;138;288;34;112;50;298;168;24;190;147;233;237;93;341;333;331
Resource 9,245;199;143;210;197;148;127;105;55;312;272;85;49;74;247;266;238;306;212;307;265;136;41;202
Resource 10,20;67;106;177;309;76;99;56;28;81;37;222;261;205;119;65;130;68;47;276;178;236;78;204
Resource 11,246;262;302;173;83;52;58;260;25;66;339;326;328;80;75;180;97;18;57;64;128;249;279;250
Resource 12,30;248;79;273;22;325;234;59;176;281;219;150;156;229;32;115;187;201;153;327;162;45;169;330
Resource 13,269;338;329;335;122;184;213;121;145;89;107;270;243;146;13;166;225;290;84;139;117;129;263;203
