resource_name,assignment_ids
Resource 0,61;345;136;36;3;344;188;424;302;308;114;421;212;331;374;82;170;366;0;17;106;279;117;435;282;54
Resource 1,453;295;458;15;115;139;122;362;371;80;5;442;230;42;323;206;479;103;14;244;415;418;326;385;377;469
Resource 2,234;328;135;298;57;19;330;191;50;258;316;189;8;160;476;394;43;257;69;305;218;142;49;173;445;63
Resource 3,262;185;473;68;76;112;341;31;147;407;381;303;350;26;357;94;263;113;349;388;340;190;446;216;440;454
Resource 4,335;73;97;269;411;300;485;172;261;325;13;425;423;383;434;138;470;116;429;81;416;451;277;352;314;313
Resource 5,441;462;96;27;132;368;338;225;56;59;101;363;197;272;65;267;186;259;353;46;406;180;11;361;83;419
Resource 6,249;379;194;208;93;251;293;64;292;271;213;252;404;7;148;370;296;203;380;127;337;457;396;242;273;399
Resource 7,309;37;47;483;382;437;149;320;120;250;240;474;284;6;475;232;386;239;145;351;372;255;24;32;465;237
Resource 8,74;392;87;432;88;235;307;84;192;438;220;168;245;431;449;398;38;202;390;48;286;422;155;312;79;89
Resource 9,159;355;157;196;231;448;210;329;227;123;472;384;268;78;99;233;410;126;463;158;319;256;321;41;150;152
Resource 10,111;400;18;276;360;413;129;450;294;401;4;253;204;248;90;184;289;332;21;207;162;224;30;359;393;343
Resource 11,241;211;179;373;128;468;311;247;397;118;427;182;169;456;98;342;20;178;131;140;209;198;327;133;107
Resource 12,100;318;317;67;161;367;444;105;193;265;264;466;40;246;387;365;164;459;467;187;375;34;119;51;199
Resource 13,480;29;306;156;428;215;163;236;28;222;417;336;75;243;482;455;364;22;66;153;205;299;254;433;471
Resource 14,347;201;77;339;154;285;174;358;389;85;376;55;346;310;354;260;33;23;275;95;219;177;171;44;151
Resource 15,226;378;301;121;369;443;62;12;484;52;39;348;290;460;91;414;478;391;53;146;2;223;266;45;124
Resource 16,137;71;141;60;464;144;221;477;288;166;324;333;481;92;175;134;104;439;183;200;125;274;110;395;229
Resource 17,426;402;58;280;86;176;10;420;430;270;304;9;281;102;405;315;195;334;143;25;16;356;322;283;452
Resource 18,412;447;167;108;408;409;228;70;287;72;217;278;403;165;181;214;291;1;109;35;130;461;238;297;436
