resource_name,assignment_ids
Resource 0,50;91;84;24;203;159;66;259;3;2;201;257;99;114;182;116;216;195
Resource 1,239;55;23;211;253;32;8;29;161;136;134;173;223;5;56;281;102;252
Resource 2,6;86;70;111;285;238;60;225;115;21;199;120;254;129;276;171;27;237
Resource 3,74;52;96;155;227;45;143;125;221;112;123;130;81;148;154;172;248;36
Resource 4,18;174;59;58;0;224;280;247;47;193;279;135;35;64;132;131;241;277
Resource 5,104;72;93;283;234;202;53;57;214;266;160;94;176;232;185;39;272;180
Resource 6,146;205;206;261;275;212;169;198;196;209;187;181;67;226;9;167;124;119
Resource 7,98;147;222;90;26;25;37;240;48;149;189;170;249;264;267;113;218;263
Resource 8,88;65;242;168;121;271;22;165;251;153;286;16;11;76;33;208;106;69
Resource 9,164;128;200;42;144;258;139;236;166;152;186;215;28;73;269;126;245;62
Resource 10,213;210;178;80;20;40;217;95;268;243;244;61;63;15;51;79;19;207
Resource 11,179;49;273;151;260;43;265;284;133;278;184;7;12;231;14;92;228;229
Resource 12,87;274;103;140;220;68;191;137;122;127;30;100;163;105;34;75;108;10
Resource 13,204;138;175;282;41;219;83;177;194;183;142;150;262;17;157;162;109;85
Resource 14,97;107;38;156;256;101;145;235;89;13;190;192;197;141;117;1;44;46
Resource 15,188;118;77;233;230;82;4;250;54;31;270;78;71;246;255;158;110
