resource_name,assignment_ids
Resource 0,258;343;56;195;96;219;317;248;103;44;38;79;109;282;212;311;306;252;142;331;162;334;246
Resource 1,123;146;117;284;240;78;36;50;245;150;328;25;155;119;262;231;95;322;121;191;94;187;87
Resource 2,99;20;321;4;341;206;75;52;111;149;59;134;277;353;120;293;158;51;54;280;167;286;271
Resource 3,208;31;5;122;330;228;147;172;263;26;145;24;298;84;118;198;202;11;166;105;40;156;97
Resource 4,136;173;140;102;211;223;314;178;265;183;135;337;351;77;275;16;303;203;3;72;289;315;66
Resource 5,165;41;101;151;210;302;232;28;19;261;205;268;170;326;7;100;45;53;356;180;185;345;239
Resource 6,2;115;207;348;138;64;359;307;129;70;325;287;98;125;34;267;9;189;63;35;234;114;13
Resource 7,169;238;253;88;249;33;214;68;323;350;346;6;196;222;255;312;174;301;257;357;137;200;17
Resource 8,154;58;233;218;12;217;305;242;32;27;22;69;285;319;116;299;358;194;81;213;112;37
Resource 9,296;344;333;144;226;309;201;230;313;339;273;8;181;89;349;221;279;342;283;62;48;65
Resource 10,254;104;215;49;256;161;329;108;91;236;247;160;47;336;55;148;90;227;338;128;15;10
Resource 11,340;224;270;327;272;132;157;76;308;204;0;92;57;18;300;199;310;163;320;192;127;1
Resource 12,237;250;124;209;74;220;288;354;139;243;82;80;143;193;184;42;107;225;61;73;171;130
Resource 13,269;67;43;197;335;21;113;316;235;281;182;294;179;131;292;153;176;347;229;85;141;278
Resource 14,186;106;297;177;30;332;324;164;93;318;264;14;29;46;276;295;83;110;190;152;39;241
Resource 15,304;291;274;159;259;244;260;251;175;60;216;133;126;355;86;23;290;71;168;352;266;188
