resource_name,assignment_ids
Resource 0,404;117;21;447;308;314;22;192;5;15;367;63;455;292;96;145;115;237;207;161;251;173;181;146;337;456;391;190;458;2;99;466;266;134;434;281;176;124;462;25;196
Resource 1,363;189;474;77;318;468;217;483;295;225;114;37;299;55;215;467;186;29;200;125;76;317;84;264;254;102;268;339;345;459;422;400;214;379;111;446;417;88;303;419;310
Resource 2,108;304;12;242;340;428;330;426;252;478;372;172;436;182;120;390;3;259;81;465;439;220;106;383;36;399;470;9;0;46;107;90;121;386;334;394;440;427;475;425;171
Resource 3,80;290;197;155;56;195;309;151;1;398;33;232;8;327;168;53;479;276;407;454;257;352;387;87;389;351;34;127;418;324;445;67;393;347;162;97;222;180;89;461;82
Resource 4,356;432;52;275;227;396;234;377;453;261;201;233;156;322;255;291;14;45;433;380;130;194;409;113;273;18;355;481;438;65;166;136;270;239;229;348;163;85;164;435;484
Resource 5,256;289;429;385;342;312;43;198;382;50;167;463;35;140;246;353;95;487;449;11;160;485;86;243;39;258;294;48;221;152;238;32;361;269;24;307;60;325;298;26;384
Resource 6,358;420;395;59;297;58;44;205;406;147;280;19;277;245;74;240;360;210;326;316;6;320;138;28;66;10;488;62;431;381;219;57;401;278;247;30;128;149;335;480;110
Resource 7,118;405;338;75;13;183;267;341;357;223;302;123;293;263;42;457;336;464;61;23;100;236;170;424;92;193;306;132;378;105;188;350;126;4;91;472;392;16;204;249;216
Resource 8,333;79;402;444;271;329;199;187;17;376;388;47;208;250;72;218;430;143;284;116;244;38;51;366;368;169;476;260;153;159;321;441;365;119;403;83;296;253;283;265;139
Resource 9,362;288;370;94;135;211;228;286;158;489;473;98;40;437;69;413;416;148;423;122;202;285;397;109;150;375;331;469;471;93;486;177;272;344;49;374;137;101;332;165;287
Resource 10,191;451;54;184;203;411;410;179;78;73;305;71;70;112;133;282;450;231;477;178;68;213;104;301;315;279;323;144;359;443;371;157;41;212;412;448;343;414;274;142
Resource 11,460;175;206;311;129;235;141;185;408;452;64;131;328;349;31;103;154;300;262;319;313;224;442;230;226;174;248;369;20;354;415;421;364;7;482;241;209;346;373;27
