resource_name,assignment_ids
Resource 0,26;148;115;156;160;53;27;91;63
Resource 1,85;158;24;117;68;135;150;47;138
Resource 2,37;144;93;13;108;56;22;146;16
Resource 3,8;139;12;77;103;54;151;75;137
Resource 4,155;105;133;46;157;87;159;80;98
Resource 5,131;128;65;110;120;10;119;132;31
Resource 6,94;72;130;136;19;67;76;17;161
Resource 7,55;112;0;111;42;5;152;43;18
Resource 8,107;7;71;122;66;14;116;88;147
Resource 9,21;101;11;114;62;39;57;92;102
Resource 10,70;129;61;25;86;95;15;121
Resource 11,64;118;125;74;35;36;79;51
Resource 12,145;59;33;30;69;126;89;81
Resource 13,44;58;154;4;20;142;100;23
Resource 14,34;97;50;113;104;1;127;134
Resource 15,99;109;41;60;124;123;106;149
Resource 16,90;49;3;38;96;48;143;141
Resource 17,84;28;83;32;40;6;29;2
Resource 18,45;52;140;82;153;9;78;73
