resource_name,assignment_ids
Resource 0,279;36;9;305;89;2;150;0;307;156;212;264;16;95;59;127;312
Resource 1,101;31;132;92;68;54;210;213;148;302;39;122;12;43;69;185;195
Resource 2,100;46;218;207;141;301;248;139;219;8;124;158;26;42;235;196;184
Resource 3,73;119;145;308;285;10;281;253;81;79;138;22;131;260;227;263;288
Resource 4,149;222;51;274;163;13;11;147;114;299;223;209;269;176;41;293;283
Resource 5,224;57;249;82;183;155;23;181;58;256;86;108;271;200;205;102;143
Resource 6,268;30;266;267;88;192;129;162;146;287;259;34;247;85;18;159;193
Resource 7,142;289;313;19;33;246;4;251;298;115;186;38;168;140;189;70;96
Resource 8,126;1;74;137;229;290;225;197;112;173;286;265;3;284;242;161;190
Resource 9,117;99;204;233;45;272;175;228;109;24;215;48;217;64;257;80;7
Resource 10,203;273;17;236;40;94;136;255;6;234;194;93;14;167;277;44
Resource 11,107;280;118;166;152;258;201;275;84;230;25;157;103;153;128;71
Resource 12,191;87;53;120;216;239;306;238;27;250;106;174;178;49;243;134
Resource 13,63;206;240;28;214;60;83;245;188;177;130;65;160;104;297;282
Resource 14,187;98;62;294;72;231;179;220;296;244;78;237;202;232;254;21
Resource 15,5;144;56;125;211;199;116;300;221;292;20;111;77;169;55;35
Resource 16,154;90;310;32;52;171;303;50;151;311;123;97;165;75;164;76
Resource 17,105;66;241;304;276;208;133;180;121;252;295;29;278;182;261;67
Resource 18,291;91;15;47;61;135;113;270;198;262;37;309;226;172;170;110
