resource_name,assignment_ids
Resource 0,109;221;3;10;77;87;13;190;185;247;191;110;65;100;240;37;64;20;23;51;236;203;174;14;78
Resource 1,2;104;127;97;115;238;49;199;220;230;165;52;177;83;55;205;71;85;212;182;137;157;69;82;18
Resource 2,130;47;235;188;63;48;162;143;218;31;12;156;24;196;27;94;38;4;176;154;226;120;186;136;164
Resource 3,95;41;166;118;11;146;239;44;223;79;204;245;228;16;216;40;233;70;123;98;139;6;243;72;92
Resource 4,144;30;93;90;231;124;138;5;61;19;155;101;172;36;119;121;75;153;76;224;88;84;67;111;21
Resource 5,183;244;241;81;68;242;96;59;227;180;169;175;117;219;35;26;45;53;148;163;187;159;7;149;131
Resource 6,170;173;211;201;158;107;89;9;0;150;200;193;46;125;209;152;39;126;194;80;105;114;1;129;135
Resource 7,151;56;140;128;160;232;168;99;54;103;145;60;189;171;33;15;184;66;32;58;113;195;213;86;112
Resource 8,50;234;28;215;91;42;206;202;142;17;208;179;147;29;246;161;43;178;141;217;108;57;167;116
Resource 9,225;34;133;222;229;134;25;181;192;237;122;22;132;210;106;8;74;197;73;102;62;207;198;214
