id,hours,start,duration
0,50,0,5
1,242,0,24
2,50,0,5
3,50,0,5
4,67,0,6
5,53,0,5
6,377,0,37
7,506,0,50
8,72,0,7
9,98,0,9
10,257,0,25
11,237,0,23
12,282,0,28
13,93,0,9
14,238,0,23
15,162,6,16
16,152,0,15
17,126,0,12
18,50,0,5
19,55,50,5
20,169,0,16
21,629,0,62
22,164,0,16
23,329,0,32
24,61,0,6
25,107,0,10
26,204,15,20
27,354,0,35
28,245,0,24
29,62,0,6
30,292,0,29
31,61,0,6
32,78,6,7
33,56,0,5
34,321,0,32
35,52,0,5
36,115,5,11
37,52,0,5
38,189,0,18
39,50,18,5
40,402,0,40
41,52,0,5
42,75,23,7
43,50,0,5
44,76,0,7
45,529,0,52
46,312,0,31
47,148,0,14
48,309,0,30
49,77,0,7
50,51,0,5
51,54,0,5
52,99,24,9
53,286,30,28
54,227,0,22
55,123,0,12
56,85,21,8
57,769,0,76
58,218,0,21
59,310,21,31
60,136,0,13
61,58,0,5
62,50,5,5
63,247,0,24
64,94,0,9
65,67,9,6
66,403,0,40
67,52,40,5
68,269,45,26
69,64,0,6
70,150,0,15
71,210,0,21
72,58,0,5
73,53,0,5
74,50,5,5
75,432,0,43
76,77,0,7
77,265,0,26
78,229,26,22
79,50,26,5
80,662,76,66
81,106,0,10
82,792,10,79
83,52,0,5
84,77,0,7
85,155,0,15
86,82,15,8
87,561,0,56
88,68,5,6
89,50,0,5
90,50,0,5
91,87,35,8
92,143,43,14
93,122,0,12
94,506,0,50
95,225,50,22
96,53,0,5
97,145,0,14
98,50,6,5
99,737,0,73
100,177,73,17
101,125,0,12
102,128,12,12
103,50,0,5
104,58,137,5
105,63,0,6
106,72,56,7
107,154,0,15
108,56,0,5
109,78,5,7
110,64,0,6
111,558,6,55
112,62,0,6
113,288,6,28
114,54,76,5
115,418,0,41
116,568,41,56
117,89,41,8
118,96,97,9
119,92,0,9
120,492,0,49
121,56,49,5
122,53,0,5
123,68,5,6
124,78,33,7
125,63,5,6
126,115,0,11
127,81,0,8
128,65,6,6
129,110,1,11
130,146,12,14
131,191,0,19
132,57,0,5
133,132,0,13
134,243,0,24
135,97,43,9
136,126,0,12
137,134,12,13
138,431,0,43
139,825,30,82
140,907,0,90
141,206,81,20
142,74,0,7
143,154,7,15
144,244,45,24
145,50,0,5
146,67,0,6
147,50,35,5
148,68,0,6
149,55,5,5
150,50,5,5
151,50,5,5
152,294,25,29
153,129,0,12
154,50,23,5
155,54,0,5
156,73,5,7
157,180,40,18
158,52,0,5
159,748,5,74
160,65,0,6
161,137,0,13
162,66,7,6
163,471,0,47
164,166,0,16
165,62,16,6
166,236,16,23
167,96,40,9
168,91,40,9
169,97,0,9
170,291,24,29
171,61,0,6
172,203,6,20
173,53,26,5
174,1005,90,100
175,52,0,5
176,51,5,5
177,201,13,20
178,62,63,6
179,61,33,6
180,364,39,36
181,220,71,22
182,88,43,8
183,144,10,14
184,57,26,5
185,120,142,12
186,58,0,5
187,50,5,5
188,913,0,91
189,992,0,99
190,137,57,13
191,596,71,59
192,81,71,8
193,89,5,8
194,86,13,8
195,1197,0,119
196,223,7,22
197,247,0,24
198,78,39,7
199,363,0,36
200,146,36,14
201,66,50,6
202,502,56,50
203,157,21,15
204,492,36,49
205,198,0,19
206,322,0,32
207,402,32,40
208,57,0,5
209,126,5,12
210,301,62,30
211,51,0,5
212,54,45,5
213,108,0,10
214,51,0,5
215,434,0,43
216,53,49,5
217,194,43,19
218,263,9,26
219,161,0,16
220,56,16,5
221,501,21,50
222,50,50,5
223,149,16,14
224,179,38,17
225,65,0,6
226,303,90,30
227,55,6,5
228,50,0,5
229,147,5,14
230,76,5,7
231,132,25,13
232,116,0,11
233,69,11,6
234,458,11,45
235,116,11,11
236,546,0,54
237,55,0,5
238,69,0,6
239,69,93,6
240,69,0,6
241,288,6,28
242,793,6,79
243,302,34,30
244,65,106,6
245,174,34,17
246,534,5,53
247,61,58,6
248,372,58,37
249,448,14,44
250,82,5,8
251,75,12,7
252,56,0,5
253,85,99,8
254,261,16,26
255,102,42,10
256,146,5,14
257,133,19,13
258,127,19,12
259,271,0,27
260,86,6,8
261,85,17,8
262,162,91,16
263,64,91,6
264,54,102,5
265,145,93,14
266,230,0,23
267,129,27,12
268,261,39,26
269,135,39,13
270,503,52,50
271,105,92,10
272,67,52,6
273,257,58,25
274,110,58,11
275,50,0,5
276,1629,0,162
277,201,142,20
278,720,90,72
279,383,21,38
280,54,11,5
281,50,16,5
282,50,22,5
283,129,0,12
284,144,162,14
285,50,12,5
286,219,99,21
287,137,0,13
288,102,0,10
289,73,10,7
290,115,6,11
291,324,17,32
292,221,0,22
293,396,22,39
294,182,22,18
295,93,39,9
296,212,48,21
297,61,69,6
298,132,39,13
299,97,48,9
300,50,57,5
301,370,62,37
302,73,69,7
303,135,76,13
304,393,62,39
305,102,101,10
306,338,68,33
307,426,99,42
308,182,57,18
309,50,107,5
310,103,112,10
311,194,112,19
312,54,131,5
313,176,75,17
314,90,122,9
315,180,122,18
316,103,49,10
317,57,0,5
318,206,7,20
319,50,99,5
320,195,48,19
321,115,56,11
322,128,67,12
323,51,0,5
324,700,13,70
325,374,0,37
326,122,37,12
327,528,49,52
328,232,49,23
329,76,72,7
330,65,79,6
331,87,85,8
332,252,93,25
333,64,118,6
334,916,0,91
335,55,91,5
336,67,91,6
337,106,91,10
338,58,91,5
339,386,58,38
340,365,96,36
341,176,91,17
342,65,108,6
343,532,96,53
344,60,149,6
345,102,149,10
346,371,159,37
347,78,196,7
348,89,159,8
349,100,101,10
350,768,101,76
351,99,177,9
352,60,91,6
353,146,149,14
354,51,106,5
355,329,177,32
356,156,96,15
357,61,0,6
358,588,101,58
359,518,159,51
360,103,50,10
361,199,106,19
362,578,106,57
363,201,0,20
364,190,20,19
365,50,107,5
366,654,112,65
367,100,177,10
368,50,5,5
369,193,10,19
370,56,58,5
371,95,101,9
372,681,110,68
373,51,105,5
374,118,27,11
375,148,17,14
376,72,17,7
377,258,112,25
378,58,16,5
379,76,14,7
