resource_name,assignment_ids
Resource 0,171;88;270;181;344;10;315;71;323;185;127;166;56;93;348;42;297;151;11;18;186;104;150;103;176;333
Resource 1,169;106;184;129;240;371;205;221;170;87;125;324;168;361;164;277;302;259;325;342;322;142;377;202;62;27
Resource 2,340;39;98;223;112;364;263;167;201;228;244;332;8;73;248;230;0;99;83;21;241;55;102;123;174;33
Resource 3,52;40;139;319;136;373;226;283;126;23;173;218;284;374;220;368;159;359;295;4;107;154;296;274;66;273
Resource 4,370;298;292;77;148;289;192;358;118;50;35;128;242;261;32;238;48;339;161;346;199;258;89;381;317;76
Resource 5,46;252;60;124;68;352;330;243;300;143;34;314;175;229;28;105;108;356;271;158;211;310;198;290;134;233
Resource 6,320;30;213;190;183;376;234;1;6;100;63;253;31;294;92;65;327;3;153;24;217;313;191;341;237;80
Resource 7,163;20;138;262;308;197;36;195;51;84;293;160;369;157;266;212;287;260;165;256;13;224;239;61;145;380
Resource 8,254;203;12;246;64;336;70;15;288;225;363;222;113;275;276;372;209;9;132;334;207;85;245;111;194;26
Resource 9,7;188;38;231;350;291;347;328;269;200;285;14;144;25;179;59;29;141;282;349;81;94;206;17;146;272
Resource 10,172;37;47;303;216;353;130;114;326;360;44;155;268;321;311;264;280;156;278;378;95;265;281;383;69
Resource 11,5;121;354;375;149;227;379;79;187;286;208;75;343;133;41;279;345;235;177;74;78;53;189;57;22
Resource 12,306;210;257;137;45;351;337;335;58;54;301;97;119;182;204;318;116;67;250;2;255;193;309;267;72
Resource 13,115;331;162;247;135;338;101;384;305;312;120;109;82;299;86;367;122;232;43;110;214;365;96;366;91
Resource 14,251;178;362;316;180;357;382;355;236;90;49;152;131;196;219;16;19;307;329;215;304;249;147;117;140
