resource_name,assignment_ids
Resource 0,113;0;143;289;125;208;76;346;86;296;284;32;147;26;170;101;362;344;341;382;183;383;239;248;50;318;18;133;394;211;27;105;338;258;138;213;153;237
Resource 1,339;22;361;182;403;351;322;254;38;73;111;250;295;114;402;261;374;69;28;77;198;273;333;235;134;406;247;33;409;62;388;342;392;40;131;306;19;309
Resource 2,385;330;307;150;395;269;92;386;100;29;17;37;132;404;294;381;107;207;223;299;334;358;343;10;48;126;282;23;120;246;347;66;414;278;352;11;93;200
Resource 3,156;305;152;196;323;163;283;401;108;123;172;137;188;13;270;411;217;412;52;177;49;104;2;12;396;85;58;287;144;249;169;354;368;61;277;53;398;231
Resource 4,5;274;310;159;387;224;315;212;103;356;335;369;264;391;157;118;202;199;325;99;393;179;115;30;321;232;46;337;311;74;397;117;95;162;300;24;96;87
Resource 5,275;380;210;384;54;45;251;51;301;293;286;98;373;245;83;405;56;34;313;128;84;252;216;314;340;215;280;324;90;79;364;389;78;203;9;272;227;336
Resource 6,201;326;319;228;304;88;308;25;129;229;197;256;70;285;7;102;168;59;121;15;42;148;194;20;57;164;60;41;371;4;190;47;220;35;302;75;271;390
Resource 7,173;379;82;242;180;154;399;191;189;222;187;142;119;366;122;262;292;226;31;67;205;21;303;193;263;260;218;372;243;408;81;3;36;63;370;357;236;165
Resource 8,175;320;72;241;6;240;171;185;328;327;253;16;349;378;291;376;331;124;116;221;230;141;238;155;255;355;146;267;279;192;130;181;174;316;166;94;233
Resource 9,268;234;259;206;214;68;375;127;359;151;158;112;345;55;329;410;219;257;204;89;160;400;149;136;365;209;317;265;97;413;297;8;266;225;178;64;176
Resource 10,288;353;244;281;367;312;195;110;91;363;377;298;348;39;43;184;290;14;65;332;140;276;106;360;135;161;145;1;407;139;109;167;350;44;186;80;71
