resource_name,assignment_ids
Resource 0,124;52;385;187;277;416;284;379;3;51;106;212;13;54;436;420;457;154;45;5;87;184;69;240;412;39
Resource 1,112;339;73;231;191;448;205;313;384;219;298;265;178;475;418;226;365;431;127;101;278;288;228;348;337;455
Resource 2,166;372;24;439;310;150;38;43;162;446;68;413;131;341;259;161;50;115;229;461;135;139;353;207;316;180
Resource 3,121;442;93;447;256;474;194;176;360;185;234;269;152;4;417;90;8;186;71;246;44;309;224;450;64;48
Resource 4,122;249;380;95;340;471;211;242;272;361;16;118;217;98;275;465;133;261;81;381;349;266;423;297;206;376
Resource 5,460;359;318;30;351;103;208;357;408;32;347;214;478;334;247;125;143;477;47;201;222;164;274;174;113;250
Resource 6,440;449;264;15;429;83;7;197;128;200;175;456;14;22;267;302;257;386;149;331;148;78;299;332;393;233
Resource 7,430;92;49;10;129;454;190;182;153;238;467;388;60;146;232;65;382;188;483;481;140;145;338;239;142;366
Resource 8,72;304;362;271;444;395;189;286;268;270;415;329;248;236;323;325;364;61;462;409;285;46;358;469;213;77
Resource 9,6;89;307;399;466;27;35;401;96;320;419;295;216;371;167;94;458;221;424;314;156;119;19;406;196;163
Resource 10,301;438;34;352;459;400;88;227;387;70;394;165;396;397;209;67;428;398;280;235;244;281;136;335;369;441
Resource 11,215;91;2;344;452;373;346;12;104;243;117;108;324;404;427;414;134;468;294;470;350;345;57;97;110
Resource 12,326;434;170;473;199;308;479;374;300;21;99;410;230;289;144;451;403;354;319;20;443;306;464;389;433
Resource 13,183;322;425;107;158;203;290;484;411;155;342;123;177;62;82;172;305;463;181;76;9;173;204;263;111
Resource 14,472;157;292;480;25;422;482;147;437;55;391;23;56;260;114;63;138;171;160;168;245;18;41;279;109
Resource 15,253;28;283;287;254;26;426;333;355;356;202;370;241;343;36;375;296;210;141;42;100;282;435;312;276
Resource 16,0;255;1;37;273;29;169;137;311;85;252;293;392;105;336;405;11;328;258;368;223;40;218;402;116
Resource 17,327;421;195;151;53;198;84;317;132;453;130;120;407;193;126;80;86;321;363;192;432;58;59;378;33
Resource 18,75;66;79;330;225;383;367;377;220;476;237;303;291;74;251;485;179;159;390;31;102;17;445;262;315
