resource_name,assignment_ids
Resource 0,177;107;415;39;137;336;61;308;322;344;403;299;149;253;73;117;19;169;82;52;421;385;252;95;404;154;58;163;272;93;8
Resource 1,365;323;249;148;436;212;92;297;266;47;338;361;290;109;108;120;187;359;268;134;54;428;124;188;306;419;115;123;333;87;442
Resource 2,158;453;77;34;363;388;435;451;228;155;172;239;260;12;248;90;449;396;370;41;376;15;129;392;387;40;116;251;341;311;250
Resource 3,219;2;111;7;262;438;65;386;85;26;353;310;402;440;292;170;113;217;202;104;86;159;222;278;448;454;319;354;69;71;17
Resource 4,37;184;140;321;135;247;302;422;425;288;235;160;270;98;413;328;166;352;131;150;368;325;157;244;391;304;443;258;208;136;291
Resource 5,203;75;407;99;44;342;264;408;405;230;434;152;350;178;97;130;420;360;441;101;271;72;118;348;255;367;335;89;375;412;147
Resource 6,57;339;211;358;301;427;102;35;399;414;355;100;221;313;94;64;112;144;431;314;103;18;401;418;317;204;406;283;417;332
Resource 7,45;246;430;59;318;88;50;340;232;263;384;343;439;143;371;215;110;200;31;316;334;175;5;225;265;23;132;53;426;424
Resource 8,450;274;213;347;70;66;189;0;196;156;423;294;220;55;167;38;119;279;236;126;146;145;29;133;296;331;432;162;114;14
Resource 9,261;231;138;153;446;173;51;151;180;214;373;198;192;56;284;256;320;241;245;275;139;3;218;142;43;6;374;224;240;194
Resource 10,381;182;62;185;106;300;79;382;364;254;30;32;455;303;10;447;4;209;329;42;237;46;269;183;398;444;16;243;259;121
Resource 11,410;324;68;326;83;165;411;74;280;390;295;174;206;238;164;60;395;362;351;429;276;345;22;307;199;105;400;315;242;366
Resource 12,179;21;356;277;181;349;25;96;286;312;36;445;227;81;267;452;20;11;201;125;433;337;397;128;176;24;9;281;80;33
Resource 13,48;409;226;216;234;168;378;389;287;210;161;357;233;379;191;127;207;393;257;330;437;282;122;273;377;293;13;84;285;369
Resource 14,186;309;383;49;205;195;305;1;223;67;171;372;27;141;346;298;91;28;197;63;289;78;394;76;229;416;327;190;380;193
