resource_name,assignment_ids
Resource 0,72;168;231;287;252;24;205;60;157;55;176;281;202;330;195;226;16;111;305;96;240;261;126;92;315;274;228;213
Resource 1,182;153;128;123;253;57;142;91;167;259;192;86;267;277;161;296;129;59;159;249;256;325;183;23;311;264;245;31
Resource 2,280;34;278;306;246;237;328;329;163;313;282;297;106;87;149;247;218;83;58;141;234;181;235;81;236;3;185;30
Resource 3,130;40;171;107;134;63;6;110;292;21;229;36;200;180;197;174;120;69;300;103;238;136;41;273;224;333;39;209
Resource 4,165;5;322;1;269;133;227;135;323;331;109;310;115;56;194;233;204;75;279;199;155;127;284;332;170;219;49;46
Resource 5,173;66;84;140;303;101;208;169;45;216;242;18;265;314;150;186;189;37;145;271;43;214;47;285;158;116;94;78
Resource 6,118;2;117;254;215;244;324;275;38;187;11;82;309;139;152;99;51;53;175;12;29;232;50;119;193;20;114;4
Resource 7,188;290;160;97;320;62;196;143;154;122;42;156;9;217;52;257;28;207;276;317;222;147;243;137;266;125;65;8
Resource 8,162;291;251;71;148;312;230;223;108;212;14;151;289;98;270;241;302;203;32;48;210;61;67;255;283;262;221;54
Resource 9,132;74;327;268;326;211;178;321;172;10;198;26;304;112;260;191;201;124;95;25;70;100;144;164;286;225;294;76
Resource 10,93;220;272;27;308;68;166;89;22;80;131;104;17;184;113;79;7;295;263;146;88;318;319;85;206;0;35
Resource 11,288;138;13;90;307;239;179;177;77;190;121;44;73;19;64;250;299;316;301;105;293;15;33;298;102;248;258
