predecessor_id,successor_id,type
0,189,1
93,94,1
1,7,1
2,79,1
3,26,3
4,68,3
4,88,3
4,123,1
83,144,0
5,45,1
6,81,1
182,185,1
7,179,1
8,164,1
8,86,3
8,105,1
9,178,1
9,109,1
10,125,1
11,27,1
11,77,1
12,126,1
38,191,1
38,162,1
13,128,1
14,104,1
15,31,1
51,73,1
78,86,3
190,191,1
16,149,1
49,79,3
70,89,3
163,164,1
163,180,3
183,184,1
169,170,1
169,174,0
17,166,0
18,138,1
65,66,1
65,67,1
65,94,3
27,56,1
158,159,1
43,190,1
43,96,1
131,156,1
131,132,1
137,150,1
23,67,1
76,77,3
33,119,1
116,117,0
19,177,1
189,190,1
20,156,1
21,97,0
101,102,1
144,145,1
22,23,3
24,107,1
24,148,3
25,27,1
25,35,1
25,26,1
119,120,3
119,121,0
42,55,1
42,43,1
42,49,1
28,165,1
29,70,1
120,123,1
30,96,0
31,124,1
31,141,1
32,33,1
121,127,1
121,122,1
34,191,1
35,90,1
35,41,1
58,189,0
58,168,1
36,111,1
37,38,1
159,160,1
39,125,1
63,73,3
92,93,1
40,169,0
168,169,1
41,42,1
67,77,0
67,180,3
67,101,1
44,89,3
44,45,1
44,149,1
46,123,1
47,188,1
47,115,1
47,87,1
142,164,0
48,49,0
170,171,1
170,173,1
184,186,1
50,51,1
141,142,1
80,81,1
52,94,3
132,133,1
132,155,3
53,120,0
77,117,3
77,78,3
54,161,1
55,120,1
55,69,1
57,58,1
59,69,1
59,119,3
139,161,3
60,164,3
178,180,1
61,116,3
62,63,1
86,87,1
64,68,1
64,65,1
69,105,1
69,70,1
69,113,0
71,150,1
72,125,1
152,153,1
133,192,1
133,134,1
74,99,3
124,125,1
147,148,1
75,76,1
123,124,1
171,172,1
79,80,1
82,83,1
84,128,1
85,188,1
85,86,0
126,186,1
88,155,1
177,178,1
177,179,1
174,175,1
91,92,1
95,162,3
95,96,1
111,112,3
97,176,1
98,180,1
100,101,3
103,135,3
107,183,1
130,131,1
105,106,0
105,107,1
167,168,0
108,167,1
108,109,3
110,187,3
110,111,3
114,131,1
114,122,1
115,116,3
118,119,3
118,126,1
128,184,1
129,130,1
166,167,0
136,137,1
138,139,1
140,184,3
140,141,3
143,144,1
146,147,1
149,150,1
151,152,1
154,156,1
154,155,1
157,158,3
157,175,1
162,163,1
165,166,1
176,177,3
181,183,1
181,182,1
188,192,1
188,189,3
