resource_name,assignment_ids
Resource 0,11;162;112;139;134;70;82;115;25;151;131;96;104;102;103
Resource 1,128;86;1;65;6;125;49;107;190;183;74;68;85;3;152
Resource 2,84;30;22;27;79;46;87;57;137;64;4;182;178;154;29
Resource 3,18;31;56;89;23;123;158;44;9;187;192;34;51;133;93
Resource 4,146;37;121;161;177;130;35;94;75;108;16;90;148;153;141
Resource 5,119;147;179;167;88;188;175;136;97;189;50;72;142;8;12
Resource 6,135;21;98;165;159;76;116;13;73;129;157;163;45;186;47
Resource 7,111;150;185;62;39;28;144;24;10;166;172;140;138;101;110
Resource 8,92;117;100;19;71;120;52;5;69;59;132;38;169;2;145
Resource 9,109;184;33;124;95;15;164;54;174;20;127;55;63;48;160
Resource 10,126;36;181;118;61;77;168;105;43;114;173;60;53;171;67
Resource 11,143;155;66;106;0;122;91;149;58;191;113;170;99;7
Resource 12,80;180;26;81;156;176;32;14;41;42;17;78;40;83
