resource_name,assignment_ids
Resource 0,402;158;210;366;47;127;370;433;363;412;13;243;91;89;382;414;350;61;271;113;353;268;345;36;88;420;421;4;99;261;357;348;368;444;121;192;276;84;334;206;218;153;200;79;372
Resource 1,179;152;102;369;344;146;166;236;245;137;93;141;172;161;156;40;244;317;275;110;285;425;157;24;11;224;311;385;170;5;431;175;349;75;266;77;289;74;277;335;203;83;119;303;301
Resource 2,247;250;373;310;257;115;105;400;41;147;435;233;85;272;262;319;10;390;43;59;12;109;58;183;17;126;57;234;62;188;98;16;138;407;101;100;436;413;39;228;440;441;211;362;242
Resource 3,78;56;294;355;408;96;299;327;308;254;387;145;209;149;48;29;72;252;377;404;326;35;273;215;114;90;9;391;129;428;22;92;246;426;314;80;375;220;217;151;28;305;324;171;292
Resource 4,265;53;23;361;290;26;238;364;241;278;50;342;81;63;256;112;143;174;7;87;204;103;128;259;124;186;343;381;190;162;69;312;432;227;332;70;376;354;163;136;104;378;189;37;111
Resource 5,386;30;383;223;248;226;46;306;213;178;214;132;374;31;133;323;18;405;384;423;125;95;296;65;164;198;173;316;193;2;208;394;169;165;239;249;322;108;380;66;235;406;194;282
Resource 6,20;309;167;395;422;416;321;337;411;263;307;352;281;32;439;329;251;298;27;8;293;71;34;155;399;216;300;340;196;396;318;142;64;160;176;338;418;313;401;67;150;333;379;131
Resource 7,42;280;347;52;33;427;68;397;358;419;424;184;288;82;346;181;283;117;304;240;232;107;15;429;201;430;258;371;270;38;274;315;134;231;130;255;434;365;388;25;360;393;398;14
Resource 8,207;54;286;279;230;168;297;19;159;202;417;199;60;443;237;356;94;76;410;118;139;389;197;154;339;409;191;295;302;21;187;351;205;49;287;403;341;180;269;86;177;51;260;331
Resource 9,225;291;0;325;140;97;221;6;212;328;1;437;336;3;182;330;135;267;367;415;264;55;116;123;45;185;144;253;122;320;219;73;148;195;438;359;284;120;44;392;229;442;106;222
