resource_name,assignment_ids
Resource 0,91;277;19;35;345;176;310;137;73;337;88;123;195;331;265;134;46;126;333;231
Resource 1,221;300;376;344;241;332;95;239;122;211;1;334;214;200;367;78;188;232;240;303
Resource 2,152;280;359;24;295;16;151;238;54;38;260;302;254;11;298;157;64;18;173;320
Resource 3,347;301;148;348;354;153;130;131;312;42;377;36;167;45;358;319;180;97;51;341
Resource 4,353;115;143;329;23;293;262;283;360;328;90;273;142;330;201;343;274;285;215;37
Resource 5,271;318;147;13;84;4;172;124;325;44;289;127;206;56;282;34;276;212;129;80
Resource 6,252;279;199;356;315;245;76;63;234;235;158;236;68;374;108;72;74;371;322;41
Resource 7,294;178;181;7;230;98;307;145;290;311;112;352;335;191;249;171;144;138;105;281
Resource 8,30;350;370;342;244;246;119;162;149;101;340;31;237;193;225;288;321;250;194;161
Resource 9,349;146;190;169;218;338;372;222;8;111;326;220;104;132;33;96;168;116;87;213
Resource 10,83;233;22;136;160;120;82;258;183;204;93;17;278;12;133;313;182;296;128;263
Resource 11,155;15;187;174;141;267;77;198;32;323;114;364;184;27;102;264;125;121;203;266
Resource 12,117;287;243;366;47;0;99;139;79;170;268;197;196;316;299;286;53;253;69;297
Resource 13,62;261;224;48;327;21;107;186;369;362;5;304;177;55;92;256;251;219;306;275
Resource 14,365;29;308;317;269;208;28;209;113;135;351;248;159;361;70;20;61;49;60;109
Resource 15,25;291;259;52;166;14;357;163;106;205;50;165;226;309;229;375;43;110;346;150
Resource 16,339;85;164;154;363;156;39;189;179;65;292;9;270;228;202;185;175;86;100;40
Resource 17,210;57;272;10;247;255;314;140;373;118;242;58;71;217;355;59;368;6;67
Resource 18,103;26;257;2;3;227;324;223;305;284;216;89;81;207;192;336;75;94;66
