resource_name,assignment_ids
Resource 0,202;97;214;15;168;203;111;96;148;217;150;132;136;87;3;193;50;119;126;94
Resource 1,33;153;89;61;42;82;40;182;163;4;71;88;152;159;106;190;143;151;62;26
Resource 2,18;46;164;11;216;169;121;77;32;109;210;63;118;204;86;135;200;112;196;9
Resource 3,27;180;39;137;178;209;177;49;7;172;211;31;131;191;57;84;157;170;127;58
Resource 4,54;107;186;162;175;90;20;24;23;114;79;147;43;6;108;83;130;80;25;133
Resource 5,155;142;117;215;100;120;35;171;30;167;212;141;44;68;13;129;60;47;34;128
Resource 6,173;116;8;45;185;17;75;194;197;179;199;51;187;122;99;201;10;156;5;78
Resource 7,134;29;138;145;16;205;198;195;123;181;158;72;76;124;48;69;165;154;67;184
Resource 8,101;2;206;70;93;110;12;14;0;74;166;183;53;192;125;66;95;149;98;28
Resource 9,65;91;19;189;85;208;52;22;144;102;103;139;64;188;59;56;113;213;38
Resource 10,55;115;207;140;160;174;81;41;73;176;37;36;21;146;161;92;105;1;104
