resource_name,assignment_ids
Resource 0,109;100;291;115;329;411;210;398;98;445;182;261;186;358;415;323;29;230;9;134;198;448;95;406;317;49;300;294;15;369;28;189;224;61;239
Resource 1,69;319;324;11;420;405;65;397;38;25;446;2;113;426;90;272;288;233;167;143;249;307;342;192;237;44;251;117;58;380;278;40;264;302;81
Resource 2,3;213;178;78;70;359;383;67;372;179;153;432;430;64;419;22;144;262;194;173;150;303;416;389;99;76;240;334;185;231;36;243;137;66;296
Resource 3,333;352;335;59;440;241;254;410;236;327;451;4;344;207;55;131;271;135;443;203;8;447;89;174;297;92;110;434;404;253;428;341;450;47;86
Resource 4,133;418;190;197;290;132;409;196;101;106;449;151;407;331;374;257;35;206;248;53;284;429;157;183;191;258;217;41;199;96;222;145;252;91;184
Resource 5,379;260;87;34;79;220;289;232;444;365;274;431;424;1;43;269;149;421;154;193;171;13;442;62;200;436;68;225;246;165;72;388;170;339;84
Resource 6,160;348;351;314;104;311;242;250;229;175;247;309;163;265;0;120;166;286;37;26;204;347;140;356;353;52;50;306;146;31;381;111;313;308;238
Resource 7,283;414;158;63;114;244;5;277;350;152;116;349;322;281;336;312;188;377;20;228;392;208;6;366;97;234;45;259;400;136;162;343;408;268;273
Resource 8,255;427;181;88;155;282;270;121;362;393;363;16;83;42;412;370;386;245;164;103;256;148;346;33;32;394;14;214;125;340;138;439;402;357;142
Resource 9,298;378;267;129;435;17;221;73;373;355;395;433;94;354;77;80;201;263;266;364;54;328;376;437;401;360;123;124;27;423;212;299;85;280;345
Resource 10,147;385;403;156;23;330;102;56;441;7;169;51;326;216;316;310;315;71;371;112;399;219;128;74;209;321;107;172;21;361;295;417;119;227
Resource 11,19;279;46;304;195;367;205;382;57;223;318;215;422;235;390;292;396;39;301;105;211;60;438;130;275;276;226;202;187;93;332;18;176;122
Resource 12,180;177;24;161;168;218;305;141;325;320;387;82;293;159;30;118;338;12;108;391;337;287;375;425;75;127;126;48;10;368;139;285;413;384
