resource_name,assignment_ids
Resource 0,64;45;318;204;362;302;153;273;289;271;104;220;253;102;300;193;71;263;306;34
Resource 1,98;75;4;136;279;76;294;168;22;124;359;340;330;109;87;42;2;52;18;206
Resource 2,339;107;169;90;187;316;95;142;134;280;97;21;333;175;28;305;112;307;29;216
Resource 3,179;39;74;268;143;290;123;19;161;214;105;304;191;249;116;30;336;200;51;166
Resource 4,274;292;93;194;282;128;355;59;296;219;269;199;44;329;351;295;106;321;0;210
Resource 5,84;89;352;337;176;309;325;173;185;215;202;110;96;121;53;170;54;16;129;308
Resource 6,226;37;138;343;243;192;237;320;41;17;262;50;248;230;267;332;285;365;310;25
Resource 7,326;213;278;364;148;348;120;229;165;174;159;357;61;370;227;338;182;60;270;139
Resource 8,172;78;119;46;131;297;156;205;201;257;135;373;283;57;189;117;92;241;145;244
Resource 9,349;70;58;72;341;43;83;231;12;167;13;67;203;354;261;195;155;291;27;26
Resource 10,252;346;286;256;147;190;152;324;224;101;331;150;40;122;137;344;160;288;8;314
Resource 11,20;186;35;260;62;347;323;242;14;266;350;238;293;246;157;126;211;369;212;259
Resource 12,80;177;149;250;247;363;47;358;368;132;276;171;38;48;361;298;311;94;258;11
Resource 13,158;127;151;163;301;99;217;208;233;367;164;140;118;299;356;254;125;198;32;178
Resource 14,287;209;86;15;272;49;218;36;77;225;240;82;88;277;222;223;264;33;79
Resource 15,255;3;303;113;85;322;374;55;154;24;1;196;108;207;232;315;114;103;63
Resource 16,31;68;334;56;235;327;66;281;366;111;162;275;184;23;319;5;251;100;133
Resource 17,146;141;265;69;228;317;234;335;221;239;180;188;371;183;313;91;9;372;115
Resource 18,245;181;81;65;328;353;342;345;130;10;284;197;360;7;73;236;312;144;6
