resource_name,assignment_ids
Resource 0,140;270;58;79;164;308;203;89;209;251;84;1;174;12;76;83;181;128;97;74;198;201;315;220;245
Resource 1,5;156;302;113;236;87;120;148;248;150;136;82;281;142;167;271;122;258;85;126;135;31;20;202;86
Resource 2,282;187;309;214;211;62;242;293;69;26;224;10;57;47;32;215;28;244;221;88;151;177;29;114;107
Resource 3,34;286;147;250;125;303;189;91;17;252;232;194;146;246;22;182;61;301;154;199;119;279;121;268;317
Resource 4,307;8;278;310;163;66;124;238;11;260;297;229;161;184;261;298;123;59;169;225;171;234;230;210;206
Resource 5,296;80;130;226;193;155;168;38;175;191;253;77;318;24;30;277;14;103;48;305;137;144;255;235;265
Resource 6,200;60;186;240;254;287;65;233;272;67;283;112;27;313;165;95;176;223;213;51;92;4;197;127;280
Resource 7,217;188;42;208;117;129;25;267;9;40;90;291;145;178;172;185;204;192;52;108;3;0;295;227
Resource 8,299;285;100;36;304;247;294;207;99;262;81;50;195;288;19;18;41;6;71;110;75;218;33;241
Resource 9,78;257;152;131;263;94;237;70;306;311;141;222;157;196;316;105;44;111;212;179;134;190;239;173
Resource 10,116;72;216;133;275;149;49;54;274;109;273;43;266;16;21;139;153;300;159;13;56;292;158;23
Resource 11,118;269;312;231;162;228;55;115;102;183;68;249;64;138;104;2;39;53;205;15;219;166;101;284
Resource 12,132;264;46;93;73;63;256;243;7;37;314;143;170;160;276;259;106;290;289;180;96;98;45;35
