resource_name,assignment_ids
Resource 0,25;206;247;99;271;227;324;269;243;170;293;308;71;39;306;56;139;212;291;74;92;47;145;268;239;168
Resource 1,230;176;245;132;135;182;195;175;323;42;60;84;54;171;169;109;155;314;279;304;197;143;138;290;194;254
Resource 2,23;186;218;40;164;29;285;106;246;232;241;152;240;72;278;181;10;3;332;20;142;252;219;121;282;315
Resource 3,287;48;276;201;96;133;117;107;333;267;97;124;244;157;277;86;295;70;69;103;261;211;11;307;303;17
Resource 4,237;192;248;18;75;221;91;123;229;82;298;59;272;222;61;283;33;46;116;320;210;273;203;100;77;288
Resource 5,63;111;159;55;177;331;209;136;204;102;128;173;202;156;51;312;216;30;154;225;45;8;318;319;130;26
Resource 6,207;321;149;24;178;119;199;297;205;223;16;266;180;31;140;13;172;329;162;126;235;50;57;79;255;228
Resource 7,76;147;256;231;44;309;22;7;264;280;260;191;193;36;311;81;110;80;284;165;41;242;185;68;90;317
Resource 8,52;93;300;32;58;265;0;34;148;289;188;275;292;141;296;189;43;325;19;83;12;233;118;196;301;104
Resource 9,238;146;190;302;326;234;105;299;35;37;158;21;253;115;53;153;281;62;64;95;270;313;310;131;213
Resource 10,167;215;208;198;66;129;87;78;98;113;183;2;262;150;89;27;151;160;305;4;108;67;249;125;166
Resource 11,101;73;322;94;263;6;328;259;163;144;316;214;161;38;187;112;294;258;137;330;217;200;88;127;120
Resource 12,28;274;5;15;250;251;257;224;49;236;14;85;179;286;327;174;134;65;122;1;114;184;220;9;226
