resource_name,assignment_ids
Resource 0,312;376;322;131;420;69;77;81;291;268;98;212;308;415;363;82;351;378;228;219;115;324;62;176;273;396;5;246;215
Resource 1,272;54;112;405;132;408;17;439;459;181;174;367;217;313;114;43;278;158;269;167;342;224;206;397;40;295;327;85;50
Resource 2,310;75;320;87;404;32;285;345;104;188;149;47;302;238;343;186;222;454;458;105;427;339;164;338;304;170;175;146;318
Resource 3,133;360;60;340;51;316;401;429;412;117;299;22;160;120;233;208;347;91;426;118;123;403;309;356;127;438;1;195;26
Resource 4,200;447;236;435;451;199;23;151;290;155;440;364;305;251;279;444;394;78;49;241;202;144;192;390;12;168;138;182;189
Resource 5,0;399;323;28;431;93;109;428;16;381;152;121;213;72;443;388;407;96;136;242;314;386;25;411;449;184;58;297;418
Resource 6,255;196;179;274;375;366;166;244;355;226;101;358;270;271;220;21;201;18;31;389;37;377;437;180;125;38;303;106;214
Resource 7,99;73;230;148;29;286;393;328;36;61;253;216;257;235;319;416;70;391;365;110;59;4;398;424;35;145;446;63;425
Resource 8,311;185;171;282;387;294;169;162;414;33;433;337;14;284;417;263;30;124;209;198;432;177;88;371;430;108;460;137;6
Resource 9,89;247;344;13;383;289;147;455;346;103;409;348;256;281;34;259;122;456;333;157;95;410;395;126;374;11;83;84;232
Resource 10,65;406;64;100;329;116;392;252;315;334;307;205;135;436;90;57;422;193;92;173;317;68;369;225;276;292;9;53;384
Resource 11,306;457;357;204;80;197;283;370;237;280;231;159;150;94;400;139;52;382;142;194;218;445;245;27;249;102;442;48;191
Resource 12,335;380;20;97;187;107;275;331;262;143;261;211;265;79;349;234;207;368;325;134;153;419;248;140;413;76;163;359;326
Resource 13,298;379;352;277;154;55;332;71;267;362;46;336;258;3;183;56;330;2;39;341;254;86;203;421;7;128;19;450
Resource 14,453;223;296;45;210;385;423;15;287;41;227;321;161;8;24;172;354;119;300;240;239;141;448;42;301;372;111;44
Resource 15,288;129;266;156;190;165;361;66;350;250;67;229;402;113;452;243;130;221;434;74;260;441;373;10;293;353;264;178
