predecessor_id,successor_id,type
0,37,1
0,3,1
0,20,1
0,29,3
10,39,1
10,17,0
58,59,3
12,22,3
12,15,1
1,36,3
11,12,1
11,38,0
11,14,1
11,26,1
2,63,1
2,16,1
2,54,3
2,19,0
71,72,1
3,32,0
3,55,3
3,41,1
3,56,1
13,80,1
13,82,1
24,37,1
24,38,1
4,60,3
5,60,3
5,37,1
5,46,1
14,25,3
45,75,1
45,47,3
45,53,3
35,82,1
35,69,1
79,81,1
15,21,1
15,65,3
15,64,1
59,74,1
6,36,1
6,61,3
6,65,1
6,45,1
6,62,1
7,52,1
76,77,0
36,66,1
8,58,1
8,17,1
8,14,3
8,75,1
9,31,1
9,10,1
9,11,0
9,13,1
9,20,1
16,75,1
51,52,1
51,57,1
51,53,1
17,25,1
54,55,1
54,76,1
54,56,1
28,78,1
28,53,1
43,47,1
43,77,1
40,52,1
40,60,1
40,41,1
40,42,3
18,27,1
66,68,1
66,67,1
66,69,3
19,61,0
20,61,1
20,76,1
62,63,3
21,50,1
21,41,1
22,36,3
22,50,3
22,64,1
22,70,1
22,47,1
23,25,1
23,24,1
56,81,0
26,52,3
27,28,1
41,49,1
41,73,1
41,44,3
63,75,1
42,43,1
42,78,1
42,48,1
69,73,1
29,47,1
30,36,3
30,71,3
30,56,1
31,32,1
44,45,1
44,46,1
57,71,1
57,58,3
57,79,1
33,36,3
33,34,1
33,35,1
33,59,1
78,80,1
78,79,1
60,62,1
60,61,1
60,69,0
48,65,1
37,74,1
37,82,1
49,74,3
38,55,1
38,39,1
38,40,1
50,60,1
50,51,1
50,54,1
64,68,1
64,72,1
65,66,1
65,81,1
70,73,0
70,71,0
75,78,1
75,76,3
