id,hours,start,duration
0,94,0,9
1,245,0,24
2,168,0,16
3,129,0,12
4,65,0,6
5,462,0,46
6,50,0,5
7,77,0,7
8,230,0,23
9,51,0,5
10,258,0,25
11,63,0,6
12,375,0,37
13,52,0,5
14,223,0,22
15,63,0,6
16,55,0,5
17,94,0,9
18,75,0,7
19,173,0,17
20,612,0,61
21,50,0,5
22,50,0,5
23,1199,0,119
24,50,0,5
25,116,0,11
26,283,0,28
27,158,0,15
28,370,0,37
29,389,0,38
30,335,0,33
31,122,0,12
32,248,0,24
33,85,0,8
34,272,0,27
35,694,0,69
36,219,0,21
37,540,0,54
38,52,0,5
39,190,0,19
40,651,0,65
41,138,0,13
42,99,0,9
43,292,15,29
44,378,0,37
45,262,0,26
46,136,0,13
47,396,0,39
48,275,0,27
49,778,0,77
50,417,0,41
51,63,77,6
52,50,0,5
53,357,0,35
54,98,0,9
55,321,9,32
56,135,0,13
57,150,0,15
58,158,0,15
59,114,0,11
60,158,5,15
61,105,6,10
62,361,0,36
63,114,37,11
64,74,36,7
65,81,43,8
66,238,51,23
67,286,51,28
68,194,51,19
69,945,43,94
70,311,43,31
71,291,79,29
72,164,43,16
73,50,59,5
74,224,74,22
75,142,96,14
76,174,64,17
77,56,81,5
78,372,96,37
79,84,81,8
80,125,0,12
81,51,64,5
82,117,69,11
83,98,7,9
84,178,0,17
85,126,22,12
86,328,0,32
87,72,32,7
88,111,0,11
89,698,24,69
90,153,26,15
91,94,0,9
92,52,9,5
93,75,9,7
94,52,16,5
95,74,0,7
96,445,0,44
97,243,8,24
98,133,0,13
99,112,12,11
100,92,23,9
101,82,0,8
102,50,0,5
103,128,0,12
104,711,5,71
105,300,76,30
106,51,0,5
107,121,13,12
108,232,25,23
109,50,0,5
110,77,21,7
111,79,0,7
112,84,7,8
113,58,20,5
114,85,17,8
115,617,25,61
116,155,86,15
117,50,101,5
118,237,101,23
119,242,1,24
120,481,25,48
121,51,25,5
122,63,25,6
123,457,6,45
124,308,0,30
125,50,30,5
126,279,81,27
127,92,110,9
128,296,7,29
129,627,15,62
130,59,0,5
131,795,32,79
132,66,111,6
133,151,111,15
134,527,126,52
135,152,0,15
136,232,15,23
137,54,0,5
138,392,65,39
139,93,104,9
140,178,104,17
141,176,0,17
142,116,111,11
143,529,0,52
144,252,52,25
145,482,77,48
146,509,77,50
147,125,125,12
148,109,137,10
149,50,137,5
150,164,142,16
151,61,137,6
152,50,143,5
153,147,178,14
154,131,25,13
155,205,38,20
156,139,0,13
157,119,106,11
158,99,16,9
159,50,13,5
160,195,18,19
161,250,0,25
162,64,105,6
163,200,111,20
164,698,62,69
165,600,131,60
166,210,170,21
167,122,131,12
168,517,191,51
169,500,191,50
170,54,5,5
171,630,81,63
172,134,144,13
173,53,81,5
174,627,81,62
175,60,157,6
176,1552,10,155
177,294,13,29
178,62,141,6
179,50,142,5
180,189,147,18
181,140,147,14
182,184,161,18
183,180,179,18
184,65,155,6
185,84,179,8
186,71,161,7
187,55,168,5
188,224,173,22
189,70,23,7
190,71,142,7
191,427,36,42
192,250,119,25
193,274,22,27
194,127,18,12
195,82,30,8
196,84,81,8
197,94,147,9
198,96,36,9
199,264,45,26
200,92,77,9
201,421,86,42
202,62,128,6
203,52,86,5
204,56,71,5
205,66,76,6
206,172,96,17
207,220,101,22
208,53,123,5
209,50,123,5
210,148,97,14
211,60,111,6
212,262,111,26
213,126,137,12
214,592,149,59
215,283,111,28
216,55,208,5
217,84,213,8
218,69,208,6
219,135,208,13
220,96,137,9
221,310,137,31
222,104,211,10
223,94,111,9
224,50,0,5
225,1617,5,161
226,120,0,12
227,286,45,28
228,124,71,12
229,415,128,41
230,98,89,9
231,481,83,48
232,95,131,9
233,57,96,5
234,55,139,5
235,63,13,6
236,571,19,57
237,185,19,18
238,151,108,15
239,102,76,10
240,346,19,34
241,68,76,6
242,350,111,35
243,108,124,10
244,128,134,12
245,76,76,7
246,334,83,33
247,119,83,11
248,113,86,11
249,106,168,10
250,235,97,23
251,50,83,5
252,84,88,8
253,58,146,5
254,329,151,32
255,79,183,7
256,324,74,32
257,62,86,6
258,251,86,25
259,68,149,6
260,118,19,11
261,99,82,9
262,347,117,34
263,275,92,27
264,55,155,5
265,53,119,5
266,81,86,8
267,53,94,5
268,56,213,5
269,51,0,5
270,62,5,6
271,113,120,11
272,90,5,9
273,95,77,9
274,68,107,6
275,58,179,5
276,62,184,6
277,343,11,34
278,296,45,29
279,106,190,10
280,157,133,15
281,88,190,8
282,184,198,18
283,50,117,5
284,81,122,8
285,157,0,15
286,57,198,5
287,106,193,10
288,244,179,24
289,286,203,28
290,346,158,34
291,219,192,21
292,194,194,19
293,200,192,20
294,53,194,5
295,250,213,25
296,438,213,43
297,50,256,5
298,288,212,28
299,181,220,18
300,295,238,29
301,125,267,12
302,110,238,11
303,146,279,14
304,85,259,8
305,58,267,5
306,104,197,10
307,349,213,34
308,97,198,9
309,549,207,54
310,713,261,71
311,74,221,7
312,52,272,5
313,107,261,10
314,580,192,58
315,112,250,11
316,84,261,8
317,91,269,9
318,108,269,10
319,52,250,5
320,378,255,37
321,148,292,14
322,159,271,15
323,362,286,36
324,51,286,5
325,126,292,12
326,215,255,21
327,170,259,17
328,332,276,33
329,334,276,33
330,57,276,5
331,269,281,26
332,51,281,5
333,52,286,5
334,245,281,24
335,158,305,15
336,93,305,9
337,57,281,5
338,59,286,5
339,172,306,17
340,259,306,25
341,50,331,5
342,214,331,21
343,50,352,5
344,61,357,6
345,163,363,16
346,50,352,5
347,109,357,10
348,280,352,28
349,141,379,14
350,118,393,11
351,316,404,31
352,395,309,39
353,90,348,9
354,90,348,9
355,218,357,21
356,139,0,13
357,611,87,61
358,64,165,6
359,93,171,9
360,52,322,5
361,63,327,6
362,85,325,8
363,261,333,26
364,258,333,25
365,50,333,5
366,130,171,13
367,79,184,7
368,275,171,27
369,223,198,22
370,50,292,5
371,640,297,64
372,51,361,5
373,947,361,94
374,52,198,5
375,152,333,15
