resource_name,assignment_ids
Resource 0,107;321;179;236;127;208;266;241;6;133;267;4;191;224;63;347;137;214;195;201;153;26;22;135;340;218;207
Resource 1,180;96;235;43;117;41;356;38;272;298;203;227;134;52;344;334;199;104;309;310;162;182;231;323;205;230;21
Resource 2,95;67;327;337;147;284;51;16;27;85;193;7;204;294;164;156;333;66;273;87;365;371;213;169;226;317;320
Resource 3,120;341;293;177;264;354;338;116;222;277;131;159;138;42;176;369;343;29;189;200;234;90;190;328;110;130;5
Resource 4,292;312;363;80;367;181;212;254;136;28;302;282;325;306;99;256;221;375;61;15;311;149;78;68;209;215;223
Resource 5,9;76;374;217;291;184;128;287;248;244;197;94;242;366;355;228;364;59;308;108;335;50;3;84;359;14;275
Resource 6,57;58;53;268;168;70;142;19;45;286;185;123;36;49;198;163;157;358;102;280;239;178;357;240;158;351;33
Resource 7,145;269;10;55;44;206;216;247;72;112;8;348;243;106;88;11;315;86;73;54;285;74;345;119;186;362;352
Resource 8,82;97;263;64;124;122;165;62;183;322;295;121;270;18;92;361;24;118;372;166;77;373;305;250;192;146;262
Resource 9,125;48;100;188;194;98;331;290;279;360;259;330;288;83;370;339;297;225;46;332;301;151;2;319;318;17;258
Resource 10,307;196;173;109;246;148;368;1;79;114;34;60;229;115;304;101;265;232;299;171;40;336;81;342;252;39;35
Resource 11,113;20;129;276;237;56;300;12;349;126;202;161;219;160;350;278;353;144;220;71;30;111;210;37;283;326;324
Resource 12,150;23;249;233;31;296;245;211;65;314;346;152;170;141;260;132;261;329;255;251;32;281;154;103;47;238
Resource 13,13;289;75;25;316;253;89;139;172;93;257;143;271;175;91;303;0;105;69;187;274;155;313;167;140;174
