resource_name,assignment_ids
Resource 0,64;79;92;85;24;102;26;18;60
Resource 1,137;30;76;7;135;151;122;6;136
Resource 2,96;147;89;2;73;56;55;133;129
Resource 3,28;121;57;12;143;32;3;44;98
Resource 4,108;71;87;41;81;149;144;141;13
Resource 5,138;40;123;110;99;125;47;119;106
Resource 6,128;101;88;90;23;146;34;97;25
Resource 7,33;116;10;68;148;14;72;109;53
Resource 8,59;120;140;117;94;91;46;31;50
Resource 9,124;105;15;82;36;83;66;115;77
Resource 10,21;63;107;35;37;39;80;67;111
Resource 11,16;131;100;58;134;112;4;61;43
Resource 12,49;48;51;103;139;27;70;130;20
Resource 13,93;104;5;1;113;54;22;52;145
Resource 14,126;69;9;38;45;19;132;118;127
Resource 15,42;75;11;150;142;17;86;65;0
Resource 16,84;114;8;95;78;74;62;29
