resource_name,assignment_ids
Resource 0,121;395;29;317;337;293;18;415;151;104;32;46;309;235;22;359;418;0;368;298;118;186;28
Resource 1,146;201;321;124;304;397;258;25;98;123;43;283;128;161;217;183;414;120;184;281;369;332;301
Resource 2,72;13;188;87;152;390;37;306;322;334;392;162;245;42;348;381;237;92;50;103;287;276;34
Resource 3,199;99;155;181;55;323;342;228;190;206;182;135;191;71;156;275;329;58;241;139;7;17;84
Resource 4,218;226;74;56;166;208;407;433;195;338;198;133;286;2;230;429;14;231;35;364;115;180;187
Resource 5,122;339;335;250;257;379;170;126;296;308;313;47;247;70;246;154;107;132;131;383;66;227;119
Resource 6,114;253;51;365;153;165;391;399;213;110;21;100;150;421;176;90;425;388;145;256;377;285;252
Resource 7,229;212;209;73;413;116;158;45;361;192;101;214;97;197;279;370;81;148;31;4;409;30;396
Resource 8,404;89;207;280;303;26;113;160;432;327;400;351;416;318;38;1;205;65;136;127;405;179;27
Resource 9,289;315;420;242;402;393;53;417;111;82;343;328;149;125;292;61;385;270;274;147;129;394;222
Resource 10,240;428;16;354;410;333;68;144;80;272;412;75;63;295;389;302;49;69;349;20;372;134;346
Resource 11,419;223;3;167;60;375;168;211;117;386;347;193;219;39;353;316;271;426;85;331;273;278;371
Resource 12,143;398;249;96;266;203;77;19;262;36;291;430;62;78;261;243;233;236;175;356;48;357;44
Resource 13,311;340;269;259;268;112;382;194;93;221;288;5;177;220;376;86;251;109;33;83;411;232;169
Resource 14,284;373;67;384;137;40;163;6;202;267;319;366;350;10;41;305;363;91;254;431;294;326;264
Resource 15,282;320;204;64;157;234;314;401;174;374;189;330;140;244;108;8;344;59;378;380;290;105;178
Resource 16,210;263;57;141;185;341;95;172;345;358;360;352;173;130;52;355;102;403;300;79;324;423;238
Resource 17,248;367;76;138;427;11;387;15;171;310;362;9;54;215;106;94;200;196;216;277;307;424
Resource 18,224;159;422;434;265;12;325;164;24;23;260;88;225;299;336;408;406;239;312;142;255;297
