resource_name,assignment_ids
Resource 0,405;346;252;31;316;9;295;267;195;399;101;90;143;163;50;298;123;131;314;106;415;133;374
Resource 1,279;367;254;334;105;36;111;177;278;259;303;61;325;164;407;321;373;341;221;107;181;219;398
Resource 2,3;39;32;236;237;266;312;37;410;273;74;246;404;277;214;390;264;239;350;96;40;0;78
Resource 3,155;48;10;393;168;242;339;280;84;297;1;15;308;366;383;73;238;94;255;276;165;420;118
Resource 4,249;55;188;174;34;309;403;89;62;202;364;250;340;171;299;193;42;213;125;417;283;244;64
Resource 5,26;167;320;20;257;169;287;72;120;397;256;315;388;108;197;362;115;233;394;134;272;97;247
Resource 6,144;304;81;41;223;88;290;206;402;196;211;77;70;190;45;355;361;409;260;154;336;333;243
Resource 7,80;378;385;248;130;323;371;324;192;58;183;376;285;180;258;29;161;291;354;268;205;63
Resource 8,38;52;179;337;66;121;349;158;100;286;228;194;102;215;156;222;54;227;53;129;412;235
Resource 9,93;5;380;137;35;110;270;75;382;18;253;140;326;408;76;57;44;369;65;47;117;141
Resource 10,305;230;99;85;46;241;172;352;224;7;335;232;328;4;159;151;342;166;157;381;28;245
Resource 11,356;146;160;49;82;175;138;344;198;27;104;306;128;13;377;187;135;396;71;212;261;414
Resource 12,87;30;229;375;419;263;338;203;83;127;347;317;109;240;357;178;51;274;322;2;318;122
Resource 13,136;124;288;11;142;173;145;351;114;201;424;33;302;43;406;112;234;210;116;311;217;204
Resource 14,22;293;208;379;359;226;327;368;19;98;176;56;14;284;332;209;418;139;95;184;310;199
Resource 15,21;186;185;331;218;153;343;360;330;262;353;91;329;384;92;162;392;275;370;400;12;395
Resource 16,313;265;147;365;59;126;292;401;17;416;389;282;113;216;251;363;271;296;319;24;23;152
Resource 17,301;150;231;220;103;8;60;422;421;132;69;411;387;413;289;225;86;345;269;207;25;200
Resource 18,170;67;386;149;119;307;189;300;191;148;294;372;391;16;182;348;6;281;79;358;423;68
