resource_name,assignment_ids
Resource 0,213;104;58;140;16;24;94;143;160;65;130;99;122;49;97;20
Resource 1,30;186;144;163;116;199;43;206;36;118;208;216;100;139;131;169
Resource 2,225;40;128;55;84;113;60;218;115;192;124;154;132;138;98;28
Resource 3,26;74;151;10;173;73;156;162;134;110;220;187;196;80;168;190
Resource 4,85;64;129;14;194;13;224;45;7;37;68;158;159;54;29;34
Resource 5,53;62;41;232;175;217;123;38;91;47;203;9;164;182;127;79
Resource 6,207;177;188;211;204;126;32;23;72;102;4;25;48;226;5;52
Resource 7,87;146;119;51;166;67;44;198;46;184;101;21;133;69;66;1
Resource 8,121;35;174;223;197;88;92;172;61;229;125;189;228;193;83
Resource 9,12;231;141;222;157;155;152;161;108;89;142;215;221;17;109
Resource 10,77;2;15;93;19;205;112;107;103;170;90;214;75;135;167
Resource 11,181;106;209;71;195;105;176;171;18;96;82;70;59;31;147
Resource 12,86;120;201;11;3;76;178;33;78;39;183;200;230;165;202
Resource 13,210;227;57;150;153;111;6;50;149;219;145;22;212;137;148
Resource 14,114;56;63;81;191;0;185;179;27;117;136;180;95;8;42
