predecessor_id,successor_id,type
0,39,1
1,253,1
1,125,1
1,182,1
2,272,1
3,316,1
92,94,1
92,235,1
4,295,1
4,85,1
4,86,1
4,267,1
5,112,1
5,237,1
188,318,1
188,189,1
188,190,1
6,160,0
47,138,1
113,268,3
113,260,3
113,325,3
113,133,3
7,326,1
7,300,3
8,234,1
8,165,1
8,155,1
9,332,3
10,118,1
223,286,0
223,281,1
230,330,1
249,251,3
249,338,1
148,221,1
148,240,1
148,150,1
11,222,1
54,128,1
12,118,1
12,150,3
257,262,0
13,246,3
180,245,1
180,181,0
311,312,1
193,326,1
193,347,1
114,191,1
114,296,1
114,326,1
104,238,1
89,343,3
89,90,1
231,234,1
231,233,1
298,299,0
14,232,1
15,125,1
16,87,1
17,243,1
17,211,1
18,305,3
18,112,0
38,176,1
19,162,1
207,240,1
315,316,3
20,251,1
20,212,1
288,291,1
288,306,1
288,297,1
288,289,1
21,123,1
95,208,1
95,260,1
95,254,1
95,201,1
95,173,1
95,266,0
22,322,3
23,265,1
23,126,3
261,290,3
24,228,0
24,241,1
24,338,1
24,326,3
24,146,1
90,245,1
90,214,1
73,287,3
73,279,1
25,37,1
158,274,1
284,326,1
333,338,1
333,337,1
294,301,1
26,317,1
26,274,1
26,237,3
27,162,1
27,156,1
28,296,3
28,283,1
224,227,1
29,285,1
75,300,1
30,43,1
31,344,1
31,185,0
32,108,1
32,66,1
149,157,1
149,265,1
149,155,3
208,280,1
181,331,1
181,273,1
181,292,1
33,37,1
33,182,3
33,264,0
213,277,1
159,283,3
159,296,0
159,237,1
159,161,1
34,86,3
34,213,1
34,333,1
34,132,1
192,194,1
192,200,0
192,193,1
192,283,1
152,335,1
152,310,1
35,137,1
60,164,0
60,277,1
36,102,3
36,119,0
36,153,3
37,38,1
37,186,1
37,135,1
299,300,1
115,274,3
115,116,1
39,53,1
39,70,1
39,117,1
143,145,1
143,248,0
40,263,1
40,313,1
41,227,1
41,331,1
41,327,1
41,173,1
45,128,1
45,100,1
93,117,1
93,97,1
151,194,1
151,317,1
151,185,1
151,152,3
151,153,1
151,288,1
168,174,1
168,172,0
168,171,1
42,252,1
42,298,1
141,310,1
141,185,1
254,327,0
258,260,0
258,261,1
258,259,1
277,279,1
269,270,3
195,300,1
195,228,1
103,307,0
103,104,1
43,45,3
161,211,1
44,287,3
44,197,1
44,45,1
46,188,1
46,47,0
165,279,3
285,286,3
285,300,1
48,49,1
196,232,1
196,205,1
196,341,1
189,204,0
189,311,1
189,227,1
182,183,1
182,267,1
182,184,0
293,295,1
293,296,1
293,294,0
323,325,1
323,324,1
50,323,1
318,319,0
291,307,1
118,234,3
345,346,1
303,304,1
94,95,1
94,96,3
