resource_name,assignment_ids
Resource 0,293;142;182;346;186;173;214;127;195;54;1;250;40;73;238;239;22;184;178;338;144;323
Resource 1,308;39;116;112;345;37;261;29;24;149;46;95;194;244;199;355;227;107;51;333;282;207
Resource 2,351;106;57;316;336;26;145;132;203;258;245;139;136;176;360;226;277;352;362;84;196;9
Resource 3,188;78;140;320;101;272;109;354;146;110;222;86;15;324;204;287;202;153;298;150;329;348
Resource 4,121;91;163;266;147;79;158;88;41;180;179;185;152;284;114;103;133;290;97;56;241;4
Resource 5,42;236;120;67;30;102;27;96;337;340;264;328;165;286;143;256;209;81;58;215;118;268
Resource 6,62;50;246;275;296;225;59;304;72;206;187;270;358;25;294;5;28;356;174;314;326;171
Resource 7,254;3;364;317;210;303;305;243;47;292;205;74;353;70;289;279;38;223;349;151;80;197
Resource 8,191;318;65;52;276;23;119;157;155;350;8;313;201;98;92;343;154;19;83;208;89
Resource 9,31;259;325;334;211;269;249;49;309;94;295;248;331;233;90;34;32;115;190;260;306
Resource 10,68;359;242;347;224;21;18;33;43;252;321;240;64;134;213;312;60;130;108;302;131
Resource 11,170;281;200;274;307;77;280;285;234;126;13;335;247;327;235;193;138;63;232;20;48
Resource 12,237;167;135;278;166;17;319;85;217;363;251;87;315;177;164;229;300;45;257;310;111
Resource 13,322;297;99;14;192;124;216;75;263;123;172;253;330;104;271;105;160;183;169;262;273
Resource 14,228;156;342;339;122;161;311;61;128;341;231;291;36;35;10;361;301;6;265;129;11
Resource 15,141;53;288;148;220;55;71;221;168;69;332;0;113;198;125;7;16;2;175;219;212
Resource 16,117;162;218;344;299;82;93;189;357;283;44;12;159;100;181;76;66;267;137;255;230
