resource_name,assignment_ids
Resource 0,46;163;409;389;10;103;437;9;335;30;292;241;371;343;5;473;364;475;344;451;390;367;106;338;279;314;412;97;38;90;21;43
Resource 1,109;420;28;209;458;325;31;266;160;202;436;113;415;404;232;416;223;269;407;204;308;179;217;101;104;312;375;169;465;125;120;342
Resource 2,182;309;362;11;102;384;282;428;35;430;246;185;340;418;44;413;365;75;148;155;374;55;15;19;152;442;463;20;183;24;263;45
Resource 3,440;419;201;184;399;394;141;124;353;156;274;65;296;397;402;448;355;449;358;137;290;178;111;387;83;176;422;315;294;203;452;262
Resource 4,4;59;470;165;250;96;105;126;467;206;281;432;175;40;181;17;123;189;57;234;403;229;330;252;49;339;167;212;414;441;376;329
Resource 5,293;444;461;33;130;89;275;69;200;199;318;51;118;392;237;386;423;145;162;136;26;378;154;128;433;86;190;119;48;285;132;305
Resource 6,460;456;211;438;316;172;405;208;207;372;307;150;84;82;157;180;446;265;249;278;439;129;295;447;218;260;259;95;258;464;472;273
Resource 7,112;385;319;429;41;2;435;357;276;445;18;459;13;455;42;322;56;213;261;80;142;287;363;60;215;153;310;114;253;151;192;173
Resource 8,346;177;297;286;0;230;324;196;431;64;457;58;25;240;243;87;67;345;37;427;366;257;303;52;331;284;270;174;108;98;268;327
Resource 9,8;16;170;121;23;406;93;62;27;341;99;233;347;474;382;306;443;256;426;336;468;88;288;332;91;39;140;360;231;370;326;239
Resource 10,92;356;110;421;323;216;333;383;469;29;193;272;85;146;320;401;393;186;254;251;434;198;373;417;317;267;76;450;147;168;396;224
Resource 11,188;7;54;235;53;117;377;334;238;187;280;143;283;149;453;350;219;395;1;425;400;247;94;368;50;221;100;301;242;424;72
Resource 12,313;66;454;379;248;194;164;197;12;299;134;166;271;227;298;462;73;144;32;351;34;289;411;304;244;3;255;195;311;74;122
Resource 13,14;115;302;228;277;131;79;107;36;466;22;226;222;68;337;158;81;361;191;410;78;245;161;388;391;471;348;63;236;328;408
Resource 14,116;205;6;354;159;138;349;321;291;127;47;61;171;264;139;380;225;135;300;133;70;77;71;220;210;369;352;359;381;214;398
